HSHD_NUM,recency,frequency,total_spend,avg_basket_value,total_units,recent_spend,older_spend,spend_trend,INCOME_RANGE,AGE_RANGE,HH_SIZE,L,CHILDREN,churned
3247,1,576,35003.76,60.77041666666667,13052,9788.92,25214.84,-15425.92,4,4,3,0,0,0
3257,37,4,403.32,100.83000000000001,72,256.76,146.56,110.19999999999999,4,3,3,1,0,0
3257,37,4,403.32,100.83000000000001,72,256.76,146.56,110.19999999999999,4,3,3,1,0,0
3267,0,307,53521.16,174.33602605863194,14068,15252.16,38269.0,-23016.84,0,3,4,1,0,0
3267,0,307,53521.16,174.33602605863194,14068,15252.16,38269.0,-23016.84,0,3,4,1,0,0
3274,13,92,13947.56,151.6039130434783,3408,2544.52,11403.04,-8858.52,1,4,1,0,0,0
3274,13,92,13947.56,151.6039130434783,3408,2544.52,11403.04,-8858.52,1,4,1,0,0,0
3314,0,238,76121.28,319.8373109243697,19840,17021.2,59100.08,-42078.880000000005,4,2,2,1,0,0
3314,0,238,76121.28,319.8373109243697,19840,17021.2,59100.08,-42078.880000000005,4,2,2,1,0,0
3319,0,379,49527.96,130.6806332453826,13668,14041.4,35486.56,-21445.159999999996,3,6,1,1,0,0
3319,0,379,49527.96,130.6806332453826,13668,14041.4,35486.56,-21445.159999999996,3,6,1,1,0,0
3358,0,256,48357.96,188.89828124999997,15000,6831.6,41526.36,-34694.76,3,4,2,1,0,0
3358,0,256,48357.96,188.89828124999997,15000,6831.6,41526.36,-34694.76,3,4,2,1,0,0
3398,2,345,63702.28,184.6442898550725,16204,15494.800000000001,48207.48,-32712.68,0,1,1,1,0,0
3398,2,345,63702.28,184.6442898550725,16204,15494.800000000001,48207.48,-32712.68,0,1,1,1,0,0
3411,1,266,63805.28,239.86947368421053,21640,15658.44,48146.840000000004,-32488.4,0,2,4,1,0,0
3411,1,266,63805.28,239.86947368421053,21640,15658.44,48146.840000000004,-32488.4,0,2,4,1,0,0
3418,4,150,23774.44,158.49626666666668,8816,4217.92,19556.52,-15338.6,3,2,4,0,0,0
3418,4,150,23774.44,158.49626666666668,8816,4217.92,19556.52,-15338.6,3,2,4,0,0,0
3442,1,282,28601.760000000002,101.42468085106384,10636,9100.92,19500.84,-10399.92,5,5,1,0,0,0
3442,1,282,28601.760000000002,101.42468085106384,10636,9100.92,19500.84,-10399.92,5,5,1,0,0,0
3445,4,153,22538.760000000002,147.3121568627451,14600,6378.44,16160.32,-9781.880000000001,6,7,5,0,0,0
3445,4,153,22538.760000000002,147.3121568627451,14600,6378.44,16160.32,-9781.880000000001,6,7,5,0,0,0
3467,3,289,29730.44,102.8734948096886,9584,8111.52,21618.920000000002,-13507.400000000001,3,3,0,0,0,0
3467,3,289,29730.44,102.8734948096886,9584,8111.52,21618.920000000002,-13507.400000000001,3,3,0,0,0,0
3474,2,304,20480.64,67.37052631578948,8444,6209.88,14270.76,-8060.88,0,4,2,0,0,0
3474,2,304,20480.64,67.37052631578948,8444,6209.88,14270.76,-8060.88,0,4,2,0,0,0
3476,2,144,23143.28,160.7172222222222,7724,6009.4800000000005,17133.8,-11124.32,0,5,1,1,0,0
3476,2,144,23143.28,160.7172222222222,7724,6009.4800000000005,17133.8,-11124.32,0,5,1,1,0,0
3486,2,219,42249.200000000004,192.9187214611872,12576,9759.800000000001,32489.4,-22729.6,0,5,2,1,0,0
3486,2,219,42249.200000000004,192.9187214611872,12576,9759.800000000001,32489.4,-22729.6,0,5,2,1,0,0
3496,7,320,105498.84,329.68387500000006,32316,28321.920000000002,77176.92,-48855.0,3,3,2,1,0,0
3496,7,320,105498.84,329.68387500000006,32316,28321.920000000002,77176.92,-48855.0,3,3,2,1,0,0
3523,6,164,26118.0,159.2560975609756,9440,8519.68,17598.32,-9078.64,4,2,3,1,0,0
3523,6,164,26118.0,159.2560975609756,9440,8519.68,17598.32,-9078.64,4,2,3,1,0,0
3551,0,344,67628.08,196.5932558139535,22120,13638.12,53989.96,-40351.84,4,3,1,1,0,0
3551,0,344,67628.08,196.5932558139535,22120,13638.12,53989.96,-40351.84,4,3,1,1,0,0
3582,4,156,66602.0,426.93589743589746,20340,15252.36,51349.64,-36097.28,5,5,0,1,0,0
3582,4,156,66602.0,426.93589743589746,20340,15252.36,51349.64,-36097.28,5,5,0,1,0,0
3603,4,348,36295.48,104.29735632183909,15144,9381.8,26913.68,-17531.88,5,6,5,1,0,0
3603,4,348,36295.48,104.29735632183909,15144,9381.8,26913.68,-17531.88,5,6,5,1,0,0
3606,77,2,42.32,21.16,32,42.32,0.0,42.32,3,1,0,0,0,0
3606,77,2,42.32,21.16,32,42.32,0.0,42.32,3,1,0,0,0,0
3608,709,1,481.8,481.79999999999995,136,0.0,481.8,-481.8,5,5,1,0,0,1
3608,709,1,481.8,481.79999999999995,136,0.0,481.8,-481.8,5,5,1,0,0,1
3614,101,57,8241.08,144.580350877193,3548,1793.28,6447.8,-4654.52,4,2,2,1,0,1
3614,101,57,8241.08,144.580350877193,3548,1793.28,6447.8,-4654.52,4,2,2,1,0,1
3635,0,609,58620.44,96.25688013136289,21472,15846.12,42774.32,-26928.199999999997,5,6,5,1,0,0
3635,0,609,58620.44,96.25688013136289,21472,15846.12,42774.32,-26928.199999999997,5,6,5,1,0,0
3655,8,166,46705.56,281.3587951807229,11756,14280.64,32424.920000000002,-18144.280000000002,3,3,1,1,0,0
3655,8,166,46705.56,281.3587951807229,11756,14280.64,32424.920000000002,-18144.280000000002,3,3,1,1,0,0
3670,401,1,35.96,35.96,4,0.0,35.96,-35.96,3,1,1,1,0,1
3670,401,1,35.96,35.96,4,0.0,35.96,-35.96,3,1,1,1,0,1
3672,2,237,66141.2,279.0767932489452,24328,11946.92,54194.28,-42247.36,3,2,2,1,0,0
3672,2,237,66141.2,279.0767932489452,24328,11946.92,54194.28,-42247.36,3,2,2,1,0,0
3681,406,1,39.96,39.96,4,0.0,39.96,-39.96,6,7,5,1,0,1
3681,406,1,39.96,39.96,4,0.0,39.96,-39.96,6,7,5,1,0,1
3687,0,507,40483.840000000004,79.84978303747533,15816,10127.48,30356.36,-20228.88,3,6,0,0,0,0
3687,0,507,40483.840000000004,79.84978303747533,15816,10127.48,30356.36,-20228.88,3,6,0,0,0,0
3689,182,6,663.72,110.62000000000002,200,283.16,380.56,-97.39999999999998,4,4,5,1,0,1
3689,182,6,663.72,110.62000000000002,200,283.16,380.56,-97.39999999999998,4,4,5,1,0,1
3703,29,22,1511.68,68.71272727272729,520,149.28,1362.4,-1213.1200000000001,4,5,1,1,0,0
3703,29,22,1511.68,68.71272727272729,520,149.28,1362.4,-1213.1200000000001,4,5,1,1,0,0
3733,14,9,1660.52,184.50222222222223,432,1564.56,95.96000000000001,1468.6,3,3,4,0,0,0
3733,14,9,1660.52,184.50222222222223,432,1564.56,95.96000000000001,1468.6,3,3,4,0,0,0
3739,161,3,288.16,96.05333333333333,60,137.35999999999999,150.8,-13.440000000000026,3,3,4,1,0,1
3739,161,3,288.16,96.05333333333333,60,137.35999999999999,150.8,-13.440000000000026,3,3,4,1,0,1
3755,706,1,172.84,172.84,60,0.0,172.84,-172.84,2,5,2,0,0,1
3755,706,1,172.84,172.84,60,0.0,172.84,-172.84,2,5,2,0,0,1
3758,0,356,49510.4,139.07415730337078,17388,12811.28,36699.12,-23887.840000000004,3,3,0,1,0,0
3758,0,356,49510.4,139.07415730337078,17388,12811.28,36699.12,-23887.840000000004,3,3,0,1,0,0
3784,0,166,52448.56,315.9551807228916,21084,15275.2,37173.36,-21898.16,3,1,2,1,0,0
3784,0,166,52448.56,315.9551807228916,21084,15275.2,37173.36,-21898.16,3,1,2,1,0,0
3785,2,186,84658.24,455.1518279569893,23652,24059.36,60598.880000000005,-36539.520000000004,2,1,0,1,0,0
3785,2,186,84658.24,455.1518279569893,23652,24059.36,60598.880000000005,-36539.520000000004,2,1,0,1,0,0
3800,3,237,19626.56,82.81248945147678,7912,3070.64,16555.920000000002,-13485.280000000002,3,4,0,0,0,0
3800,3,237,19626.56,82.81248945147678,7912,3070.64,16555.920000000002,-13485.280000000002,3,4,0,0,0,0
3809,2,269,90820.4,337.62230483271367,26212,25889.760000000002,64930.64,-39040.88,1,3,3,1,0,0
3809,2,269,90820.4,337.62230483271367,26212,25889.760000000002,64930.64,-39040.88,1,3,3,1,0,0
3811,4,223,24620.64,110.40645739910313,17044,6325.96,18294.68,-11968.720000000001,6,7,5,1,0,0
3811,4,223,24620.64,110.40645739910313,17044,6325.96,18294.68,-11968.720000000001,6,7,5,1,0,0
3819,7,197,9866.92,50.085888324873096,4660,1721.0800000000002,8145.84,-6424.76,5,1,0,0,0,0
3819,7,197,9866.92,50.085888324873096,4660,1721.0800000000002,8145.84,-6424.76,5,1,0,0,0,0
3820,1,338,46425.16,137.35254437869824,15444,13588.16,32837.0,-19248.84,3,3,1,1,0,0
3820,1,338,46425.16,137.35254437869824,15444,13588.16,32837.0,-19248.84,3,3,1,1,0,0
3840,0,375,72985.88,194.62901333333335,31140,18546.96,54438.92,-35891.96,5,4,3,1,0,0
3840,0,375,72985.88,194.62901333333335,31140,18546.96,54438.92,-35891.96,5,4,3,1,0,0
3842,25,317,23782.48,75.02359621451104,9656,5137.88,18644.6,-13506.719999999998,3,6,2,0,0,0
3842,25,317,23782.48,75.02359621451104,9656,5137.88,18644.6,-13506.719999999998,3,6,2,0,0,0
3881,4,105,17943.64,170.8918095238095,5656,6672.68,11270.960000000001,-4598.280000000001,6,7,5,0,0,0
3881,4,105,17943.64,170.8918095238095,5656,6672.68,11270.960000000001,-4598.280000000001,6,7,5,0,0,0
3889,1,681,78022.32,114.57022026431719,27060,22062.36,55959.96,-33897.6,3,4,3,1,0,0
3889,1,681,78022.32,114.57022026431719,27060,22062.36,55959.96,-33897.6,3,4,3,1,0,0
3893,1,635,43314.72,68.21215748031496,21820,12861.68,30453.04,-17591.36,5,6,0,1,0,0
3893,1,635,43314.72,68.21215748031496,21820,12861.68,30453.04,-17591.36,5,6,0,1,0,0
3895,2,187,25690.16,137.38053475935828,13708,7282.16,18408.0,-11125.84,6,7,5,1,0,0
3895,2,187,25690.16,137.38053475935828,13708,7282.16,18408.0,-11125.84,6,7,5,1,0,0
3904,0,445,112501.40000000001,252.81213483146072,35436,34618.6,77882.8,-43264.200000000004,3,2,1,1,0,0
3904,0,445,112501.40000000001,252.81213483146072,35436,34618.6,77882.8,-43264.200000000004,3,2,1,1,0,0
3940,4,214,67133.6,313.7084112149533,20060,16847.16,50286.44,-33439.28,6,7,5,1,0,0
3940,4,214,67133.6,313.7084112149533,20060,16847.16,50286.44,-33439.28,6,7,5,1,0,0
3964,8,162,45172.64,278.8434567901235,18684,10587.800000000001,34584.840000000004,-23997.04,0,3,2,1,0,0
3964,8,162,45172.64,278.8434567901235,18684,10587.800000000001,34584.840000000004,-23997.04,0,3,2,1,0,0
3969,9,143,26313.08,184.00755244755246,8876,9021.56,17291.52,-8269.960000000001,3,3,1,1,0,0
3969,9,143,26313.08,184.00755244755246,8876,9021.56,17291.52,-8269.960000000001,3,3,1,1,0,0
3977,0,170,26723.28,157.19576470588234,10668,7351.12,19372.16,-12021.04,6,7,5,1,0,0
3977,0,170,26723.28,157.19576470588234,10668,7351.12,19372.16,-12021.04,6,7,5,1,0,0
3988,10,65,14441.08,222.17046153846152,2924,3166.6400000000003,11274.44,-8107.8,5,5,0,0,0,0
3988,10,65,14441.08,222.17046153846152,2924,3166.6400000000003,11274.44,-8107.8,5,5,0,0,0,0
3993,10,115,33921.56,294.97008695652175,12176,7748.4,26173.16,-18424.760000000002,4,3,2,1,0,0
3993,10,115,33921.56,294.97008695652175,12176,7748.4,26173.16,-18424.760000000002,4,3,2,1,0,0
4005,1,355,38474.4,108.37859154929578,12192,8069.320000000001,30405.08,-22335.760000000002,3,3,0,1,0,0
4005,1,355,38474.4,108.37859154929578,12192,8069.320000000001,30405.08,-22335.760000000002,3,3,0,1,0,0
4011,0,260,50063.72,192.55276923076926,17344,11880.12,38183.6,-26303.479999999996,4,7,0,1,0,0
4011,0,260,50063.72,192.55276923076926,17344,11880.12,38183.6,-26303.479999999996,4,7,0,1,0,0
4017,1,346,20353.64,58.825549132947984,7272,4767.08,15586.560000000001,-10819.480000000001,6,7,5,0,0,0
4017,1,346,20353.64,58.825549132947984,7272,4767.08,15586.560000000001,-10819.480000000001,6,7,5,0,0,0
4037,6,210,48091.0,229.0047619047619,12660,8975.0,39116.0,-30141.0,5,5,1,1,0,0
4037,6,210,48091.0,229.0047619047619,12660,8975.0,39116.0,-30141.0,5,5,1,1,0,0
4057,7,175,32342.440000000002,184.81394285714288,12716,8169.8,24172.64,-16002.84,4,1,1,1,0,0
4057,7,175,32342.440000000002,184.81394285714288,12716,8169.8,24172.64,-16002.84,4,1,1,1,0,0
4061,368,1,90.88,90.88000000000001,32,0.0,90.88,-90.88,4,3,0,1,0,1
4061,368,1,90.88,90.88000000000001,32,0.0,90.88,-90.88,4,3,0,1,0,1
4062,87,8,626.64,78.33000000000001,188,594.6800000000001,31.96,562.72,4,4,3,1,0,0
4062,87,8,626.64,78.33000000000001,188,594.6800000000001,31.96,562.72,4,4,3,1,0,0
4065,14,206,30296.12,147.0685436893204,12256,7108.4800000000005,23187.64,-16079.16,2,1,0,1,0,0
4065,14,206,30296.12,147.0685436893204,12256,7108.4800000000005,23187.64,-16079.16,2,1,0,1,0,0
4078,1,726,96288.32,132.6285399449036,29748,22393.6,73894.72,-51501.12,1,0,1,1,0,0
4078,1,726,96288.32,132.6285399449036,29748,22393.6,73894.72,-51501.12,1,0,1,1,0,0
4085,0,307,62423.28,203.33315960912054,21772,16199.92,46223.36,-30023.440000000002,5,1,0,1,0,0
4085,0,307,62423.28,203.33315960912054,21772,16199.92,46223.36,-30023.440000000002,5,1,0,1,0,0
4105,14,24,2856.68,119.02833333333335,1008,1666.24,1190.44,475.79999999999995,2,4,0,1,0,0
4105,14,24,2856.68,119.02833333333335,1008,1666.24,1190.44,475.79999999999995,2,4,0,1,0,0
4126,2,212,76808.08,362.30226415094336,19548,23768.4,53039.68,-29271.28,0,3,1,1,0,0
4126,2,212,76808.08,362.30226415094336,19548,23768.4,53039.68,-29271.28,0,3,1,1,0,0
4146,2,231,49142.92,212.73991341991342,15816,11716.48,37426.44,-25709.960000000003,5,5,0,1,0,0
4146,2,231,49142.92,212.73991341991342,15816,11716.48,37426.44,-25709.960000000003,5,5,0,1,0,0
4159,19,111,20458.32,184.3091891891892,6780,2819.44,17638.88,-14819.44,0,5,0,0,0,0
4159,19,111,20458.32,184.3091891891892,6780,2819.44,17638.88,-14819.44,0,5,0,0,0,0
4171,0,392,32522.96,82.96673469387754,13908,7554.16,24968.8,-17414.64,5,2,2,1,0,0
4171,0,392,32522.96,82.96673469387754,13908,7554.16,24968.8,-17414.64,5,2,2,1,0,0
4183,7,132,22722.96,172.14363636363635,11632,7027.0,15695.960000000001,-8668.960000000001,4,2,3,1,0,0
4183,7,132,22722.96,172.14363636363635,11632,7027.0,15695.960000000001,-8668.960000000001,4,2,3,1,0,0
4214,8,234,41861.24,178.89418803418806,10440,13829.08,28032.16,-14203.08,3,0,0,1,0,0
4214,8,234,41861.24,178.89418803418806,10440,13829.08,28032.16,-14203.08,3,0,0,1,0,0
4218,5,145,95518.24,658.7464827586206,26484,26445.68,69072.56,-42626.88,4,2,0,1,0,0
4218,5,145,95518.24,658.7464827586206,26484,26445.68,69072.56,-42626.88,4,2,0,1,0,0
4249,2,301,48808.92,162.15588039867112,15992,12039.76,36769.16,-24729.4,5,5,1,1,0,0
4249,2,301,48808.92,162.15588039867112,15992,12039.76,36769.16,-24729.4,5,5,1,1,0,0
4264,5,335,34186.08,102.048,14864,10111.64,24074.44,-13962.8,6,7,5,1,0,0
4264,5,335,34186.08,102.048,14864,10111.64,24074.44,-13962.8,6,7,5,1,0,0
4272,47,1,27.96,27.96,4,27.96,0.0,27.96,2,3,2,1,0,0
4272,47,1,27.96,27.96,4,27.96,0.0,27.96,2,3,2,1,0,0
4293,0,536,66688.64,124.41910447761194,17796,17768.28,48920.36,-31152.08,4,3,5,1,0,0
4293,0,536,66688.64,124.41910447761194,17796,17768.28,48920.36,-31152.08,4,3,5,1,0,0
4351,328,1,67.92,67.92,8,0.0,67.92,-67.92,2,1,0,1,0,1
4351,328,1,67.92,67.92,8,0.0,67.92,-67.92,2,1,0,1,0,1
4363,266,1,20.759999999999998,20.759999999999998,8,0.0,20.759999999999998,-20.759999999999998,1,4,1,0,0,1
4363,266,1,20.759999999999998,20.759999999999998,8,0.0,20.759999999999998,-20.759999999999998,1,4,1,0,0,1
4366,1,109,23055.4,211.51743119266055,4644,7617.0,15438.4,-7821.4,3,4,0,0,0,0
4366,1,109,23055.4,211.51743119266055,4644,7617.0,15438.4,-7821.4,3,4,0,0,0,0
4372,1,138,24081.32,174.5023188405797,6712,5341.4,18739.920000000002,-13398.520000000002,3,6,1,1,0,0
4372,1,138,24081.32,174.5023188405797,6712,5341.4,18739.920000000002,-13398.520000000002,3,6,1,1,0,0
4405,7,112,41927.72,374.3546428571429,11152,14074.32,27853.4,-13779.080000000002,6,7,5,1,0,0
4405,7,112,41927.72,374.3546428571429,11152,14074.32,27853.4,-13779.080000000002,6,7,5,1,0,0
4406,1,138,13164.56,95.39536231884058,5748,5073.2,8091.360000000001,-3018.1600000000008,6,7,5,0,0,0
4406,1,138,13164.56,95.39536231884058,5748,5073.2,8091.360000000001,-3018.1600000000008,6,7,5,0,0,0
4414,1,460,43138.76,93.77991304347826,17544,13638.12,29500.64,-15862.519999999999,2,2,0,1,0,0
4414,1,460,43138.76,93.77991304347826,17544,13638.12,29500.64,-15862.519999999999,2,2,0,1,0,0
4420,5,210,56601.200000000004,269.5295238095238,16048,14484.44,42116.76,-27632.32,3,1,0,1,0,0
4420,5,210,56601.200000000004,269.5295238095238,16048,14484.44,42116.76,-27632.32,3,1,0,1,0,0
4432,40,4,387.48,96.87,124,269.72,117.76,151.96000000000004,0,3,0,1,0,0
4432,40,4,387.48,96.87,124,269.72,117.76,151.96000000000004,0,3,0,1,0,0
4439,5,160,45132.28,282.07675,14564,12697.36,32434.920000000002,-19737.56,0,2,0,1,0,0
4439,5,160,45132.28,282.07675,14564,12697.36,32434.920000000002,-19737.56,0,2,0,1,0,0
4453,2,385,31952.64,82.99387012987013,12572,8810.56,23142.08,-14331.520000000002,3,6,4,0,0,0
4453,2,385,31952.64,82.99387012987013,12572,8810.56,23142.08,-14331.520000000002,3,6,4,0,0,0
4457,4,355,29005.04,81.70433802816902,10640,9140.24,19864.8,-10724.56,4,3,1,0,0,0
4457,4,355,29005.04,81.70433802816902,10640,9140.24,19864.8,-10724.56,4,3,1,0,0,0
4458,9,139,77314.56,556.219856115108,22152,16479.08,60835.48,-44356.4,1,3,4,0,0,0
4458,9,139,77314.56,556.219856115108,22152,16479.08,60835.48,-44356.4,1,3,4,0,0,0
4498,0,243,20433.8,84.08971193415638,7480,4423.16,16010.64,-11587.48,3,1,0,0,0,0
4498,0,243,20433.8,84.08971193415638,7480,4423.16,16010.64,-11587.48,3,1,0,0,0,0
4506,5,110,30290.8,275.3709090909091,8492,5468.2,24822.600000000002,-19354.4,1,3,3,1,0,0
4506,5,110,30290.8,275.3709090909091,8492,5468.2,24822.600000000002,-19354.4,1,3,3,1,0,0
4552,587,17,1196.44,70.37882352941176,368,0.0,1196.44,-1196.44,6,7,5,1,0,1
4552,587,17,1196.44,70.37882352941176,368,0.0,1196.44,-1196.44,6,7,5,1,0,1
4568,8,148,33391.24,225.61648648648648,6232,9406.0,23985.24,-14579.240000000002,6,7,5,1,0,0
4568,8,148,33391.24,225.61648648648648,6232,9406.0,23985.24,-14579.240000000002,6,7,5,1,0,0
4570,556,1,27.92,27.92,8,0.0,27.92,-27.92,6,7,5,1,0,1
4570,556,1,27.92,27.92,8,0.0,27.92,-27.92,6,7,5,1,0,1
4587,388,18,3485.16,193.62,976,0.0,3485.16,-3485.16,5,6,0,0,0,1
4587,388,18,3485.16,193.62,976,0.0,3485.16,-3485.16,5,6,0,0,0,1
4594,0,400,31302.28,78.2557,10892,10517.12,20785.16,-10268.039999999999,6,7,5,0,0,0
4594,0,400,31302.28,78.2557,10892,10517.12,20785.16,-10268.039999999999,6,7,5,0,0,0
4603,2,264,34954.840000000004,132.40469696969694,10840,12551.04,22403.8,-9852.759999999998,3,2,1,0,0,0
4603,2,264,34954.840000000004,132.40469696969694,10840,12551.04,22403.8,-9852.759999999998,3,2,1,0,0,0
4604,7,221,47647.8,215.6009049773756,15736,14129.0,33518.8,-19389.800000000003,0,1,0,1,0,0
4604,7,221,47647.8,215.6009049773756,15736,14129.0,33518.8,-19389.800000000003,0,1,0,1,0,0
4606,1,207,27563.56,133.15729468599034,9172,7379.8,20183.76,-12803.96,2,6,0,0,0,0
4606,1,207,27563.56,133.15729468599034,9172,7379.8,20183.76,-12803.96,2,6,0,0,0,0
4607,11,196,51814.96,264.3620408163265,13172,21761.36,30053.600000000002,-8292.240000000002,6,7,5,1,0,0
4607,11,196,51814.96,264.3620408163265,13172,21761.36,30053.600000000002,-8292.240000000002,6,7,5,1,0,0
4614,2,117,22301.44,190.61059829059832,7000,4125.76,18175.68,-14049.92,6,7,5,1,0,0
4614,2,117,22301.44,190.61059829059832,7000,4125.76,18175.68,-14049.92,6,7,5,1,0,0
4623,5,172,31398.28,182.54813953488372,8592,7057.36,24340.920000000002,-17283.56,3,1,1,1,0,0
4623,5,172,31398.28,182.54813953488372,8592,7057.36,24340.920000000002,-17283.56,3,1,1,1,0,0
4713,0,579,84155.56,145.34639032815198,29392,23734.56,60421.0,-36686.44,0,3,4,1,0,0
4713,0,579,84155.56,145.34639032815198,29392,23734.56,60421.0,-36686.44,0,3,4,1,0,0
4716,2,174,20966.12,120.49494252873565,5128,5754.72,15211.4,-9456.68,4,3,0,0,0,0
4716,2,174,20966.12,120.49494252873565,5128,5754.72,15211.4,-9456.68,4,3,0,0,0,0
4719,0,294,37695.32,128.21537414965988,14680,11212.16,26483.16,-15271.0,5,6,1,1,0,0
4719,0,294,37695.32,128.21537414965988,14680,11212.16,26483.16,-15271.0,5,6,1,1,0,0
4724,2,208,13609.4,65.4298076923077,5384,3361.6800000000003,10247.72,-6886.039999999999,3,5,0,0,0,0
4724,2,208,13609.4,65.4298076923077,5384,3361.6800000000003,10247.72,-6886.039999999999,3,5,0,0,0,0
4725,3,113,31137.84,275.5561061946903,12680,6640.400000000001,24497.44,-17857.039999999997,5,6,1,1,0,0
4725,3,113,31137.84,275.5561061946903,12680,6640.400000000001,24497.44,-17857.039999999997,5,6,1,1,0,0
4740,0,163,25061.12,153.74920245398772,8472,6713.24,18347.88,-11634.640000000001,5,1,1,1,0,0
4740,0,163,25061.12,153.74920245398772,8472,6713.24,18347.88,-11634.640000000001,5,1,1,1,0,0
4745,0,457,35082.88,76.7677899343545,14036,10400.68,24682.2,-14281.52,5,2,0,0,0,0
4745,0,457,35082.88,76.7677899343545,14036,10400.68,24682.2,-14281.52,5,2,0,0,0,0
4753,476,6,892.72,148.78666666666666,324,0.0,892.72,-892.72,6,7,5,1,0,1
4753,476,6,892.72,148.78666666666666,324,0.0,892.72,-892.72,6,7,5,1,0,1
4757,41,141,19501.4,138.30780141843974,5388,4044.7200000000003,15456.68,-11411.96,0,1,0,0,0,0
4757,41,141,19501.4,138.30780141843974,5388,4044.7200000000003,15456.68,-11411.96,0,1,0,0,0,0
4766,6,239,60840.32,254.56200836820082,24924,13876.64,46963.68,-33087.04,4,3,2,1,0,0
4766,6,239,60840.32,254.56200836820082,24924,13876.64,46963.68,-33087.04,4,3,2,1,0,0
4774,7,74,20483.12,276.79891891891896,6280,10006.68,10476.44,-469.7600000000002,0,1,2,1,0,0
4774,7,74,20483.12,276.79891891891896,6280,10006.68,10476.44,-469.7600000000002,0,1,2,1,0,0
4778,0,315,60860.28,193.2072380952381,21496,10385.64,50474.64,-40089.0,5,5,2,1,0,0
4778,0,315,60860.28,193.2072380952381,21496,10385.64,50474.64,-40089.0,5,5,2,1,0,0
4809,3,153,34605.0,226.1764705882353,13456,9628.64,24976.36,-15347.720000000001,6,7,5,1,0,0
4809,3,153,34605.0,226.1764705882353,13456,9628.64,24976.36,-15347.720000000001,6,7,5,1,0,0
4813,720,1,4.0,4.0,8,0.0,4.0,-4.0,4,3,0,1,0,1
4813,720,1,4.0,4.0,8,0.0,4.0,-4.0,4,3,0,1,0,1
4816,3,155,25082.36,161.82167741935484,11984,6654.4400000000005,18427.920000000002,-11773.480000000001,3,3,1,1,0,0
4816,3,155,25082.36,161.82167741935484,11984,6654.4400000000005,18427.920000000002,-11773.480000000001,3,3,1,1,0,0
4823,284,4,468.96,117.24000000000001,176,0.0,468.96,-468.96,6,7,5,1,0,1
4823,284,4,468.96,117.24000000000001,176,0.0,468.96,-468.96,6,7,5,1,0,1
4836,4,441,64418.56,146.0738321995465,23240,17200.64,47217.92,-30017.28,6,7,5,1,0,0
4836,4,441,64418.56,146.0738321995465,23240,17200.64,47217.92,-30017.28,6,7,5,1,0,0
4851,2,68,15244.16,224.17882352941177,5036,4854.84,10389.32,-5534.48,6,7,5,0,0,0
4851,2,68,15244.16,224.17882352941177,5036,4854.84,10389.32,-5534.48,6,7,5,0,0,0
4857,1,1186,59882.2,50.490893760539635,25268,24214.72,35667.48,-11452.760000000002,5,5,3,1,0,0
4857,1,1186,59882.2,50.490893760539635,25268,24214.72,35667.48,-11452.760000000002,5,5,3,1,0,0
4878,3,157,23556.52,150.04152866242038,8404,6410.16,17146.36,-10736.2,2,5,1,0,0,0
4878,3,157,23556.52,150.04152866242038,8404,6410.16,17146.36,-10736.2,2,5,1,0,0,0
4879,8,82,40094.76,488.9604878048781,11700,7230.68,32864.08,-25633.4,4,7,0,1,0,0
4879,8,82,40094.76,488.9604878048781,11700,7230.68,32864.08,-25633.4,4,7,0,1,0,0
4897,2,365,28576.08,78.2906301369863,9444,3188.88,25387.2,-22198.32,6,7,5,0,0,0
4897,2,365,28576.08,78.2906301369863,9444,3188.88,25387.2,-22198.32,6,7,5,0,0,0
4904,2,112,50126.72,447.56,17504,20872.68,29254.04,-8381.36,6,7,5,1,0,0
4904,2,112,50126.72,447.56,17504,20872.68,29254.04,-8381.36,6,7,5,1,0,0
4909,236,3,217.4,72.46666666666665,56,0.0,217.4,-217.4,0,3,3,0,0,1
4909,236,3,217.4,72.46666666666665,56,0.0,217.4,-217.4,0,3,3,0,0,1
4974,6,148,26180.440000000002,176.89486486486487,8204,7064.2,19116.24,-12052.04,3,3,1,1,0,0
4974,6,148,26180.440000000002,176.89486486486487,8204,7064.2,19116.24,-12052.04,3,3,1,1,0,0
4982,7,250,34218.08,136.87232,10496,8091.68,26126.4,-18034.72,6,7,5,1,0,0
4982,7,250,34218.08,136.87232,10496,8091.68,26126.4,-18034.72,6,7,5,1,0,0
4987,2,471,75510.12,160.3187261146497,26776,32532.32,42977.8,-10445.480000000003,6,7,5,1,0,0
4987,2,471,75510.12,160.3187261146497,26776,32532.32,42977.8,-10445.480000000003,6,7,5,1,0,0
4989,633,1,62.8,62.8,8,0.0,62.8,-62.8,0,4,0,0,0,1
4989,633,1,62.8,62.8,8,0.0,62.8,-62.8,0,4,0,0,0,1
